GENDER,CAR,INCOME_TYPE,EDUCATION_TYPE,FAMILY_TYPE,HOUSE_TYPE,FAMILY SIZE,AGE,INCOME,SOCIAL_STABILITY,SOCIAL_EXPOSURE,SOCIAL_QUALITY,LOAN_SOCIAL_VAR,LOAN_APPROVAL
F,Y,Working,Higher education,Married,Rented apartment,3,26,39443,0.32,0.21,0.87,0.00372,1
F,Y,Working,Higher education,Married,Rented apartment,3,26,52948,0.31,0.11,0.1,0.005208,1
F,Y,Working,Higher education,Married,Rented apartment,3,26,39281,0.31,0.12,0.03,0.058464,1
M,N,Working,Secondary / secondary special,Married,House / apartment,2,32,58111,0.32,0.56,0.87,0.00341,1
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,4,36,52455,0.37,0.21,0.1,0.001152,1
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,4,36,36735,0.37,0.11,0.03,0.155904,1
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,4,36,24961,0.37,0.12,0.87,0.00672,0
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,4,36,58478,0.31,0.56,0.1,0.001023,1
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,4,36,59306,0.31,0.21,0.03,0.038628,1
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,4,36,38557,0.31,0.11,0.87,0.02072,1
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,4,36,55669,0.31,0.12,0.1,0.002331,1
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,4,36,20962,0.31,0.56,0.03,0.030624,0
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,4,36,38681,0.31,0.21,0.87,0.00384,1
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,4,36,38801,0.31,0.11,0.1,0.005208,1
F,N,Commercial associate,Higher education,Married,House / apartment,2,31,43634,0.32,0.12,0.03,0.056637,1
F,N,Commercial associate,Higher education,Married,House / apartment,2,31,54099,0.31,0.56,0.87,0.00352,1
F,N,Commercial associate,Higher education,Married,House / apartment,2,31,25024,0.32,0.21,0.1,0.001332,0
F,N,Commercial associate,Higher education,Married,House / apartment,2,31,53922,0.32,0.11,0.03,0.180264,1
F,N,Working,Secondary / secondary special,Widow,House / apartment,2,38,28779,0.32,0.12,0.87,0.00777,0
F,N,Working,Secondary / secondary special,Widow,House / apartment,2,38,25888,0.32,0.56,0.1,0.001023,0
F,N,Working,Secondary / secondary special,Widow,House / apartment,2,38,21407,0.31,0.21,0.03,0.032364,0
F,N,Working,Secondary / secondary special,Married,House / apartment,3,37,49736,0.31,0.11,0.87,0.01736,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,50,44379,0.32,0.12,0.1,0.001953,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,50,54587,0.37,0.56,0.03,0.029667,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,50,25965,0.37,0.21,0.87,0.00372,0
F,N,Working,Secondary / secondary special,Married,House / apartment,4,31,57853,0.37,0.11,0.1,0.005208,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,31,49777,0.31,0.12,0.03,0.058464,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,31,36446,0.31,0.56,0.87,0.00341,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,31,45023,0.31,0.21,0.1,0.001152,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,31,34357,0.31,0.11,0.03,0.155904,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,31,36116,0.31,0.12,0.87,0.00651,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,31,21116,0.31,0.56,0.1,0.001023,0
F,N,Working,Secondary / secondary special,Married,House / apartment,4,31,35762,0.31,0.21,0.03,0.033408,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,31,58727,0.32,0.11,0.87,0.02072,1
F,Y,State servant,Secondary / secondary special,Married,Municipal apartment,3,38,45541,0.31,0.12,0.1,0.002331,1
F,Y,State servant,Secondary / secondary special,Married,Municipal apartment,3,38,38639,0.32,0.56,0.03,0.035409,1
F,Y,State servant,Secondary / secondary special,Married,Municipal apartment,3,38,52980,0.32,0.21,0.87,0.00372,1
F,Y,State servant,Secondary / secondary special,Married,Municipal apartment,3,38,44398,0.32,0.11,0.1,0.005208,1
F,Y,State servant,Secondary / secondary special,Married,Municipal apartment,3,38,47243,0.32,0.12,0.03,0.056637,1
F,Y,State servant,Secondary / secondary special,Married,Municipal apartment,3,38,46757,0.31,0.56,0.87,0.00341,1
F,Y,State servant,Secondary / secondary special,Married,Municipal apartment,3,38,30347,0.31,0.21,0.1,0.001116,1
F,Y,State servant,Secondary / secondary special,Married,Municipal apartment,3,38,43572,0.32,0.11,0.03,0.151032,1
F,Y,State servant,Secondary / secondary special,Married,Municipal apartment,3,38,41423,0.37,0.12,0.87,0.00651,1
F,Y,State servant,Secondary / secondary special,Married,Municipal apartment,3,38,27101,0.37,0.56,0.1,0.001056,0
F,Y,State servant,Secondary / secondary special,Married,Municipal apartment,3,38,48580,0.37,0.21,0.03,0,1
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,57,57919,0.31,0.11,0.87,0.00384,1
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,57,53192,0.31,0.12,0.1,0.005376,1
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,57,38353,0.31,0.56,0.03,0.058464,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,45,20116,0.31,0.21,0.87,0.00352,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,45,39259,0.31,0.11,0.1,0.001116,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,45,30234,0.31,0.12,0.03,0.151032,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,45,42507,0.31,0.56,0.87,0.00672,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,45,48861,0.32,0.21,0.1,0.001221,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,45,26006,0.31,0.11,0.03,0.038628,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,45,51171,0.32,0.12,0.87,0.02072,1
F,Y,Commercial associate,Secondary / secondary special,Single / not married,With parents,1,22,51293,0.32,0.56,0.1,0.001953,1
F,Y,Commercial associate,Secondary / secondary special,Single / not married,With parents,1,22,44064,0.32,0.21,0.03,0.029667,1
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,42,55286,0.32,0.11,0.87,0.00372,1
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,42,48355,0.31,0.12,0.1,0.005208,1
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,42,51042,0.31,0.56,0.03,0.056637,1
F,N,Working,Higher education,Married,House / apartment,2,58,48145,0.32,0.21,0.87,0.00341,1
F,N,Working,Higher education,Married,House / apartment,2,58,39786,0.37,0.11,0.1,0.001116,1
F,N,Working,Higher education,Divorced,House / apartment,1,47,51599,0.37,0.12,0.03,0.155904,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,2,26,51286,0.37,0.56,0.87,0.00651,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,2,26,56328,0.31,0.21,0.1,0.001056,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,2,26,20561,0.31,0.11,0.03,0.033408,0
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,2,26,21026,0.31,0.12,0.87,0.01792,0
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,2,26,50250,0.31,0.56,0.1,0.002016,1
M,N,Working,Secondary / secondary special,Divorced,House / apartment,2,45,49014,0.31,0.21,0.03,0.029667,1
M,N,Working,Secondary / secondary special,Divorced,House / apartment,2,45,33305,0.31,0.11,0.87,0.00372,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,4,44,26927,0.31,0.12,0.1,0.005376,0
M,Y,Working,Secondary / secondary special,Married,House / apartment,4,44,52911,0.32,0.56,0.03,0.067599,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,4,44,33420,0.31,0.21,0.87,0.00407,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,4,44,36424,0.32,0.11,0.1,0.001332,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,4,44,29201,0.32,0.12,0.03,0.151032,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,4,44,26276,0.32,0.56,0.87,0.00651,0
F,N,Working,Secondary / secondary special,Married,Office apartment,2,28,25425,0.32,0.21,0.1,0.001023,0
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,3,40,20311,0.31,0.11,0.03,0.032364,0
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,3,40,33935,0.31,0.12,0.87,0.01736,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,3,40,46917,0.32,0.56,0.1,0.001953,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,60,45490,0.37,0.21,0.03,0.029667,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,60,38399,0.37,0.11,0.87,0.00384,1
M,N,Working,Secondary / secondary special,Married,House / apartment,2,40,59598,0.37,0.12,0.1,0.005208,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,53,29969,0.31,0.56,0.03,0.058464,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,53,47802,0.31,0.21,0.87,0.00352,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,53,46913,0.31,0.11,0.1,0.001152,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,53,50082,0.31,0.12,0.03,0.155904,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,53,42543,0.31,0.56,0.87,0.00651,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,55,34649,0.31,0.21,0.1,0.001023,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,55,43670,0.31,0.11,0.03,0.033408,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,55,42992,0.32,0.12,0.87,0.02072,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,45,26259,0.31,0.56,0.1,0.002331,0
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,45,38429,0.32,0.21,0.03,0.035409,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,45,58653,0.32,0.11,0.87,0.00372,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,50,28477,0.32,0.12,0.1,0.005208,0
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,50,32122,0.32,0.56,0.03,0.056637,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,50,54698,0.31,0.21,0.87,0.00341,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,50,51170,0.31,0.11,0.1,0.001116,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,50,52078,0.32,0.12,0.03,0.151032,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,50,34015,0.37,0.56,0.87,0.00651,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,50,45604,0.37,0.21,0.1,0.001056,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,50,22948,0.37,0.11,0.03,0.032364,0
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,50,35074,0.31,0.12,0.87,0.01792,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,50,29152,0.31,0.56,0.1,0.002016,0
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,50,52994,0.31,0.21,0.03,0.030624,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,29,53899,0.31,0.11,0.87,0.00384,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,28,24397,0.31,0.12,0.1,0.005208,0
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,28,25606,0.31,0.56,0.03,0.056637,1
F,Y,Working,Higher education,Single / not married,House / apartment,1,28,52751,0.31,0.21,0.87,0.00352,1
F,Y,Working,Higher education,Single / not married,House / apartment,1,28,33211,0.32,0.11,0.1,0.001332,1
F,N,State servant,Secondary / secondary special,Unmarried,House / apartment,3,44,56129,0.31,0.12,0.03,0.180264,1
F,N,State servant,Secondary / secondary special,Unmarried,House / apartment,3,44,21593,0.32,0.56,0.87,0.00777,0
F,N,State servant,Secondary / secondary special,Unmarried,House / apartment,3,44,45890,0.32,0.21,0.1,0.001023,1
F,N,State servant,Secondary / secondary special,Unmarried,House / apartment,3,44,21391,0.32,0.11,0.03,0.032364,0
F,N,State servant,Secondary / secondary special,Unmarried,House / apartment,3,44,34530,0.32,0.12,0.87,0.01736,1
F,N,State servant,Secondary / secondary special,Unmarried,House / apartment,3,44,36294,0.32,0.56,0.1,0.001953,1
F,N,State servant,Secondary / secondary special,Unmarried,House / apartment,3,44,20352,0.31,0.21,0.03,0.029667,0
F,N,State servant,Secondary / secondary special,Unmarried,House / apartment,3,44,23952,0.31,0.11,0.87,0.00372,0
F,N,State servant,Secondary / secondary special,Unmarried,House / apartment,3,44,52729,0.32,0.12,0.1,0.005208,1
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,3,46,20427,0.37,0.56,0.03,0.058464,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,44,55133,0.37,0.21,0.87,0.00341,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,44,36645,0.37,0.11,0.1,0.001152,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,44,23832,0.31,0.12,0.03,0.155904,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,44,28612,0.31,0.56,0.87,0.00672,0
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,44,41959,0.31,0.21,0.1,0.001056,1
F,Y,Working,Secondary / secondary special,Unmarried,House / apartment,2,54,30873,0.31,0.11,0.03,0.032364,1
F,Y,Working,Secondary / secondary special,Unmarried,House / apartment,2,54,44407,0.31,0.12,0.87,0.01736,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,46,28437,0.31,0.56,0.1,0.002016,0
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,46,39952,0.31,0.21,0.03,0.035409,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,46,42540,0.32,0.11,0.87,0.00444,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,53,59566,0.31,0.12,0.1,0.006216,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,53,27645,0.32,0.56,0.03,0.056637,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,39,56406,0.32,0.21,0.87,0.00341,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,39,27520,0.32,0.11,0.1,0.001116,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,39,25067,0.31,0.12,0.03,0.151032,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,39,55560,0.37,0.56,0.87,0.00651,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,3,25,46095,0.37,0.21,0.1,0.001023,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,3,25,42094,0.37,0.11,0.03,0.032364,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,48,51303,0.31,0.12,0.87,0.01792,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,48,20858,0.31,0.56,0.1,0.001953,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,48,44175,0.31,0.21,0.03,0.030624,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,48,44899,0.31,0.11,0.87,0.00384,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,48,43652,0.31,0.12,0.1,0.005376,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,48,22465,0.32,0.56,0.03,0.058464,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,35,49411,0.31,0.21,0.87,0.00341,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,35,47173,0.32,0.11,0.1,0.001116,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,35,37773,0.32,0.12,0.03,0.155904,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,35,40376,0.32,0.56,0.87,0.00777,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,35,28095,0.31,0.21,0.1,0.001221,0
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,35,59727,0.37,0.11,0.03,0.038628,1
F,N,Working,Higher education,Married,House / apartment,3,44,34030,0.37,0.12,0.87,0.01736,1
F,N,Working,Higher education,Married,House / apartment,3,44,56205,0.37,0.56,0.1,0.001953,1
F,N,Working,Higher education,Married,House / apartment,3,44,31622,0.32,0.21,0.03,0.029667,1
F,N,Working,Higher education,Married,House / apartment,3,44,26205,0.32,0.11,0.87,0.00372,0
F,N,Working,Higher education,Married,House / apartment,3,44,34733,0.31,0.12,0.1,0.005208,1
F,N,Working,Higher education,Married,House / apartment,3,44,44337,0.31,0.56,0.03,0.056637,1
F,N,Working,Higher education,Married,House / apartment,3,44,22192,0.32,0.21,0.87,0.00341,0
F,N,Working,Higher education,Married,House / apartment,3,44,33460,0.37,0.11,0.1,0.001152,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,52,42271,0.37,0.12,0.03,0.151032,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,52,30863,0.37,0.56,0.87,0.00672,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,3,22,36783,0.31,0.21,0.1,0.001056,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,3,40,32031,0.31,0.11,0.03,0.033408,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,44,40906,0.31,0.12,0.87,0.01792,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,44,51443,0.31,0.56,0.1,0.001953,1
F,Y,Working,Higher education,Unmarried,House / apartment,2,57,31037,0.31,0.21,0.03,0.029667,1
M,N,Working,Secondary / secondary special,Married,House / apartment,2,56,33017,0.31,0.11,0.87,0.00384,1
M,N,Working,Secondary / secondary special,Married,House / apartment,2,56,23807,0.31,0.12,0.1,0.006216,0
F,N,Working,Incomplete higher,Single / not married,House / apartment,2,35,57406,0.32,0.56,0.03,0.067599,1
F,N,Working,Incomplete higher,Single / not married,House / apartment,2,35,20173,0.31,0.21,0.87,0.00407,0
F,N,Working,Incomplete higher,Single / not married,House / apartment,2,35,44678,0.32,0.11,0.1,0.001116,1
F,N,Working,Incomplete higher,Single / not married,House / apartment,2,35,20351,0.32,0.12,0.03,0.151032,1
F,N,Working,Incomplete higher,Single / not married,House / apartment,2,35,58648,0.31,0.56,0.87,0.00651,1
F,N,Working,Incomplete higher,Single / not married,House / apartment,2,35,41110,0.31,0.21,0.1,0.001023,1
F,N,Working,Incomplete higher,Single / not married,House / apartment,2,35,37560,0.32,0.11,0.03,0.032364,1
F,N,Working,Incomplete higher,Single / not married,House / apartment,2,35,57436,0.37,0.12,0.87,0.01736,1
F,N,Commercial associate,Higher education,Married,House / apartment,2,29,46425,0.37,0.56,0.1,0.001953,1
F,N,Commercial associate,Higher education,Married,House / apartment,2,29,24911,0.37,0.21,0.03,0.030624,0
F,N,Commercial associate,Higher education,Married,House / apartment,3,36,49617,0.31,0.11,0.87,0.00372,1
F,N,Commercial associate,Higher education,Married,House / apartment,3,36,54553,0.31,0.12,0.1,0.005376,1
F,N,Commercial associate,Higher education,Married,House / apartment,3,36,47595,0.31,0.56,0.03,0.058464,1
F,N,Commercial associate,Higher education,Married,House / apartment,3,36,20787,0.31,0.21,0.87,0.00352,0
F,N,Commercial associate,Higher education,Married,House / apartment,3,36,47857,0.31,0.11,0.1,0.001152,1
F,N,Commercial associate,Higher education,Married,House / apartment,3,36,26110,0.31,0.12,0.03,0.155904,1
F,N,Commercial associate,Higher education,Married,House / apartment,3,36,38325,0.31,0.56,0.87,0.00651,1
M,N,Working,Secondary / secondary special,Married,House / apartment,2,45,46853,0.32,0.21,0.1,0.001023,1
M,N,Working,Secondary / secondary special,Married,House / apartment,2,45,57694,0.31,0.11,0.03,0.033408,1
M,N,Working,Secondary / secondary special,Married,House / apartment,2,45,34472,0.32,0.12,0.87,0.02072,1
M,N,Working,Secondary / secondary special,Married,House / apartment,2,45,36240,0.32,0.56,0.1,0.002331,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,48,56335,0.32,0.21,0.03,0.035409,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,48,50218,0.32,0.11,0.87,0.00372,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,48,43586,0.31,0.12,0.1,0.005208,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,48,20508,0.31,0.56,0.03,0.056637,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,4,31,46591,0.32,0.21,0.87,0.00341,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,4,31,31905,0.37,0.11,0.1,0.001116,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,4,31,58617,0.37,0.12,0.03,0.151032,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,4,31,30174,0.37,0.56,0.87,0.00651,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,4,31,46719,0.31,0.21,0.1,0.001056,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,4,31,42327,0.31,0.11,0.03,0.032364,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,4,31,30478,0.31,0.12,0.87,0.01792,1
F,N,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,55,26965,0.31,0.56,0.1,0.002016,0
F,N,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,55,21710,0.31,0.21,0.03,0.030624,0
F,N,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,55,53838,0.31,0.11,0.87,0.00372,1
F,N,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,55,22867,0.31,0.12,0.1,0.006216,0
F,N,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,55,21347,0.32,0.56,0.03,0.067599,1
F,N,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,55,39190,0.31,0.21,0.87,0.00407,1
F,Y,Working,Secondary / secondary special,Divorced,House / apartment,1,44,32760,0.32,0.11,0.1,0.001116,1
F,Y,Working,Secondary / secondary special,Divorced,House / apartment,1,44,25386,0.32,0.12,0.03,0.151032,1
F,Y,Working,Secondary / secondary special,Divorced,House / apartment,1,44,50690,0.32,0.56,0.87,0.00651,1
F,Y,Working,Secondary / secondary special,Divorced,House / apartment,1,44,36721,0.32,0.21,0.1,0.001023,1
F,Y,Working,Secondary / secondary special,Divorced,House / apartment,1,44,41561,0.31,0.11,0.03,0.032364,1
F,Y,Working,Secondary / secondary special,Divorced,House / apartment,1,44,38506,0.31,0.12,0.87,0.01792,1
F,N,Commercial associate,Higher education,Married,With parents,2,26,31235,0.32,0.56,0.1,0.001953,1
F,N,Commercial associate,Higher education,Married,With parents,2,26,36501,0.37,0.21,0.03,0.030624,1
F,N,Commercial associate,Higher education,Married,With parents,2,26,24377,0.37,0.11,0.87,0.00384,0
F,Y,Working,Secondary / secondary special,Married,House / apartment,3,37,34740,0.37,0.12,0.1,0.005376,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,3,37,34515,0.31,0.56,0.03,0.056637,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,3,37,35162,0.31,0.21,0.87,0.00407,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,3,37,32301,0.31,0.11,0.1,0.001332,1
F,N,Working,Higher education,Unmarried,With parents,3,33,57080,0.31,0.12,0.87,0.00672,1
F,N,Working,Higher education,Unmarried,With parents,3,33,45516,0.31,0.56,0.1,0.001056,1
F,N,Working,Higher education,Unmarried,With parents,3,33,32196,0.31,0.21,0.03,0.032364,1
F,N,Working,Higher education,Unmarried,With parents,3,33,43099,0.32,0.11,0.87,0.01736,1
F,N,Working,Higher education,Unmarried,With parents,3,33,59322,0.31,0.12,0.1,0.002016,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,48,25141,0.32,0.56,0.03,0.035409,0
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,48,32981,0.32,0.21,0.87,0.00444,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,48,35489,0.32,0.11,0.1,0.006216,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,48,40128,0.32,0.12,0.03,0.056637,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,48,23964,0.31,0.56,0.87,0.00341,0
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,48,22947,0.31,0.21,0.1,0.001116,0
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,48,22504,0.32,0.11,0.03,0.151032,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,48,33661,0.37,0.12,0.87,0.00651,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,48,52759,0.37,0.56,0.1,0.001023,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,42,23157,0.37,0.21,0.03,0.032364,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,55,53508,0.31,0.11,0.87,0.01792,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,55,25960,0.31,0.12,0.1,0.001953,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,55,46989,0.31,0.56,0.03,0.030624,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,55,30226,0.31,0.21,0.87,0.00384,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,55,56729,0.31,0.11,0.1,0.005208,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,55,24362,0.31,0.12,0.03,0.056637,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,55,40798,0.31,0.56,0.87,0.00352,1
M,Y,Working,Secondary / secondary special,Married,Co-op apartment,3,42,21834,0.32,0.21,0.1,0.001332,0
M,Y,Working,Secondary / secondary special,Married,Co-op apartment,3,42,26524,0.31,0.11,0.03,0.180264,1
M,Y,Working,Secondary / secondary special,Married,Co-op apartment,3,42,43623,0.32,0.12,0.87,0.00777,1
M,Y,Working,Secondary / secondary special,Married,Co-op apartment,3,42,34158,0.32,0.56,0.1,0.001023,1
M,Y,Working,Secondary / secondary special,Married,Co-op apartment,3,42,37653,0.32,0.21,0.03,0.032364,1
M,Y,Working,Secondary / secondary special,Married,Co-op apartment,3,42,25873,0.32,0.11,0.87,0.01736,0
M,Y,Working,Secondary / secondary special,Married,Co-op apartment,3,42,56631,0.31,0.12,0.1,0.001953,1
F,Y,State servant,Secondary / secondary special,Married,Municipal apartment,3,48,49642,0.31,0.56,0.03,0.029667,1
F,Y,State servant,Secondary / secondary special,Married,Municipal apartment,3,48,53869,0.32,0.21,0.87,0.00372,1
F,Y,State servant,Secondary / secondary special,Married,Municipal apartment,3,48,54437,0.37,0.11,0.1,0.005208,1
F,Y,State servant,Secondary / secondary special,Married,Municipal apartment,3,48,30754,0.37,0.12,0.03,0.058464,1
F,N,Commercial associate,Incomplete higher,Married,With parents,2,23,22302,0.37,0.56,0.87,0.00341,0
F,N,Commercial associate,Incomplete higher,Married,With parents,2,23,42167,0.31,0.21,0.1,0.001152,1
F,N,Commercial associate,Incomplete higher,Married,With parents,2,23,59452,0.31,0.11,0.03,0.155904,1
F,Y,Working,Incomplete higher,Single / not married,House / apartment,2,32,26294,0.31,0.12,0.87,0.00672,0
F,Y,Working,Incomplete higher,Single / not married,House / apartment,2,32,34545,0.31,0.56,0.1,0.001056,1
F,Y,Working,Incomplete higher,Single / not married,House / apartment,2,32,29307,0.31,0.21,0.03,0.032364,0
F,Y,Working,Incomplete higher,Single / not married,House / apartment,2,32,57350,0.31,0.11,0.87,0.01736,1
